Sample_title	482N1 shLuciferase rep1	482N1 shLuciferase rep2	482N1 shArntl2 #1 rep1	482N1 shArntl2 #1 rep2	482N1 shArntl2 #2 rep1	482N1 shArntl2 #2 rep2	end
Tmem117	5.70623	7.2995	12.3094	12.4797	8.55385	7.56206	TMEM117
Tmem119	0.371134	0.604834	0.102169	0.0681047	0.243674	0.0876275	TMEM119
Tmem120a	66.6217	58.9797	73.5139	75.4778	65.9137	58.8257	TMEM120A
Tmem120b	2.71819	3.31459	12.2258	9.3192	3.917267	5.59412	TMEM120B
Tmem121	11.1969	9.74047	14.5673	13.6091	14.3941	15.4241	TMEM121
Tmem123	60.0143	68.2688	72.391	70.711	36.5222	43.0217	TMEM123
Tmem125	0.322573	0.642738	6.9117	8.43172	0.329516	1.16657	TMEM125
Tmem126a	85.0592	72.4109	119.444	123.073	73.3124	62.934	TMEM126A
Tmem126b	29.4574	22.6958	21.5681	23.2878	18.9948	17.6932	TMEM126B
Tmem127	27.9694	36.7878	39.3099	41.1027	30.0845	39.8661	TMEM127
Tmem128	67.18594	58.1454	51.59135	57.25915	63.8227	48.68995	TMEM128
Tmem129	20.6246	24.9131	30.5	31.5121	21.3933	25.6313	TMEM129
Tmem130	0.292421	0.0797489	0.364005	0.269886	0.0646248	0.34671	TMEM130
Tmem131	16.4263	27.0719	38.3334	41.5666	15.3211	29.3496	TMEM131
Tmem132a	35.1948	53.35954	87.48648	82.5658	38.97737	54.8326	TMEM132A
Tmem132b	0.187807	0.381422	0.194597	0.0368349	0.0221327	0.035706	TMEM132B
Tmem132c	0	0.0207367	0.0210001	0	0.033651	0.0538902	TMEM132C
Tmem132d	0	0	0	0	0	0	TMEM132D
Tmem132e	0	0	0	0	0	0	TMEM132E
Tmem134	114.2612	130.2905	118.4903	116.3044	117.8322	127.0198	TMEM134
Tmem135	12.3698	16.2631	26.1409	29.9193	14.8413	20.0291	TMEM135
Tmem136	3.38341	4.471016	7.33244	9.03891	3.954816	4.984125	TMEM136
Tmem138	28.14758	36.20665	41.45037	40.10419	24.24605	22.48475	TMEM138
Tmem139	2.96507	2.47529	2.97095	4.11242	1.99894	1.79729	TMEM139
Tmem140	3.30051	3.92785	4.94891	4.62263	2.96686	2.61975	TMEM140
Tmem141	29.449	26.65428	29.8552	23.7183	36.26052	30.86419	TMEM141
Tmem143	7.6573	10.5711	12.2302	10.8025	6.53482	8.39495	TMEM143
Tmem144	4.85131	5.97005	7.1123	7.38276	4.33239	4.50391	TMEM144
Tmem145	0.122074	0.0879119	0.0445559	0.05899	0.106007	0.189135	TMEM145
Tmem147	108.479	84.3775	139.919	154.181	81.8676	70.3451	TMEM147
Tmem14a	7.6345	8.50736	8.98279	10.95144	9.11399	9.94472	TMEM14A
Tmem14c	122.277	102.302	90.7347	90.4158	103.686	89.5062	TMEM14C
Tmem150a	12.8683	16.7115	107.047	106.093	12.0103	12.822	TMEM150A
Tmem150b	0.991427	0.2046709	1.830696	2.283262	1.3239618	1.1031426	TMEM150B
Tmem150c	1.981453	2.89429	2.10249	2.4971161	3.991041	5.307131	TMEM150C
Tmem151a	3.74845	5.77895	18.1277	17.7507	9.24238	13.4141	TMEM151A
Tmem151b	0.268145	0.431743	0.208301	0.193839	0.162502	0.310399	TMEM151B
Tmem154	0.0621925	0.0339813	0.451333	0.689764	0.0828826	0.0888469	TMEM154
Tmem156	0.0304055	0.233029	0	0.166538	0.297514	0.623255	TMEM156
Tmem158	10.0676	12.2271	22.4373	17.8718	15.8614	23.6444	TMEM158
Tmem159	9.87129	9.15418	17.3936	18.8457	12.2031	10.68572	TMEM159
Tmem160	47.794	55.5007	76.3876	65.4004	56.7392	55.2969	TMEM160
Tmem161a	35.5641	46.354464	57.82869	57.38045	36.33575	44.857234	TMEM161A
Tmem161b	8.39347	7.884632	11.586797	12.119434	9.559056	8.67774	TMEM161B
Tmem163	7.5783	11.2446	1.74296	1.44332	8.73114	9.49681	TMEM163
Tmem164	16.29727	24.0153	16.99471	18.15279	17.98995	25.9983	TMEM164
Tmem165	79.6581	83.5599	122.402	115.69	79.4808	97.2662	TMEM165
Tmem167	12.1308	11.2863	12.0267	12.5825	12.1772	10.3173	TMEM167A
Tmem167b	33.2636	48.5942	63.2677	62.9845	43.1065	54.0541	TMEM167B
Tmem168	12.07935	14.21898	18.70535	20.23811	6.390791	8.76677	TMEM168
Tmem169	0.384059	0.251107	0.513774	0.739505	0.543443	1.09802	TMEM169
Tmem17	1.99672	2.52596	2.57974	3.54292	1.33917	1.96946	TMEM17
Tmem170	8.42321	8.75006	12.6497	10.4548	10.4572	12.4946	TMEM170A
Tmem170b	3.7935	4.61905	3.95123	4.082	4.3317	6.18889	TMEM170B
Tmem171	41.0979	37.5493	22.4814	26.8915	39.5587	43.2729	TMEM171
Tmem173	7.069648	10.3513	10.859064	11.60711	12.87513	15.14777	TMEM173
Tmem174	0	0	0	0	0	0	TMEM174
Tmem175	11.360592	13.74775	17.914644	18.78029	10.420338	15.382086	TMEM175
Tmem176a	202.23739	233.95383	91.87807	93.1341	215.44714	244.77886	TMEM176A
Tmem176b	307.54016	395.175736	199.04831	212.27617	322.48902	403.063734	TMEM176B
Tmem177	3.25455	3.58133	5.21133	5.3838	3.67959	3.07899	TMEM177
Tmem178	0	0	0	0	0	0	TMEM178A
Tmem178b	0.0682825	0.186183	0.151507	0.152692	0.180432	0.129654	TMEM178B
Tmem179	0.943706	0.75808	0.225776	0.301446	0.466983	0.890045	TMEM179
Tmem179b	84.86943	105.9792	72.47885	94.05711	83.98236	87.90984	TMEM179B
Tmem18	49.7926	50.0705	13.356	13.9692	24.4653	27.4157	TMEM18
Tmem181a	14.2917	17.395	29.0031	32.0511	15.7226	18.1302	TMEM181
Tmem182	0	0	0	0	0	0	TMEM182
Tmem183a	52.53809	54.69281	50.49828	53.475	43.46345	42.20167	TMEM183A
Tmem184a	0.270534	0.367842	3.93322	3.79705	1.98740918	2.00373	TMEM184A
Tmem184b	59.658557	91.8273071	97.78395	104.31842	60.89860197682	97.967265	TMEM184B
Tmem184c	27.8973	32.5705	58.0114	61.0233	27.4072	30.1371	TMEM184C
Tmem185b	5.52464	7.48004	15.882	15.2438	5.77448	6.66459	TMEM185B
Tmem186	6.82003	8.27362	9.40392	8.94856	6.09069	8.95063	TMEM186
Tmem189	26.1419	37.8784	51.8675	50.9406	32.2769	47.7942	TMEM189
Tmem19	16.0638	19.4662	18.0333	17.515	13.4592	17.9361	TMEM19
Tmem190	0.225513	0	1.51351	0	0.197523	0.219782	TMEM190
Tmem191c	1.93156	1.94906	2.12773	2.01274	2.8731	2.37655	TMEM191C
Tmem192	35.48594	35.90822	42.370485	46.33302	37.86186	41.534591	TMEM192
Tmem196	0.098816728	0	0.146031872	0.0483494073	0.0291443191	0.0310654222	TMEM196
Tmem198	0.258556	0.558562	1.22631	0.627219	0.261473	0.440914	TMEM198
Tmem199	67.367	56.4837	60.1271	64.6052	55.204	48.1574	TMEM199
Tmem2	9.83334	14.67591	15.58005	16.54887	10.33345	16.05335	TMEM2
Tmem200a	5.41882	7.84472	14.5905	14.4	8.75578	13.0826	TMEM200A
Tmem200b	1.39316	1.65231	1.44246	1.81395	1.31918	1.28535	TMEM200B
Tmem200c	0	0	0	0	0	0	TMEM200C
Tmem201	9.186984	12.71948	24.652	23.86547	8.62021	13.438406	TMEM201
Tmem202	0.550883	0.60393	0.51345	0.136738	0.485437	0.352816	TMEM202
Tmem203	23.3405	25.0385	28.3482	33.0267	20.6311	23.5125	TMEM203
Tmem204	0.348784	0.126529	0.128084	0	0.153494	0.165075	TMEM204
Tmem205	77.406816	77.14076	89.478948	100.875383	80.629129	73.922212	TMEM205
Tmem206	9.64817	10.4957	14.6507	15.3688	8.62784	10.5259	TMEM206
Tmem207	0	0	0.0855604	0	0.0675728	0	TMEM207
Tmem208	131.29288	98.22383	97.32523	112.1048	106.84687	82.32813	TMEM208
Tmem209	19.747894	25.59369	58.01707	57.84615	22.37299	28.793985	TMEM209
Tmem210	0	0.292689	0	0	0	0	TMEM210
Tmem211	0	0	0.124253	0.0830402	0	0.107013	TMEM211
Tmem212	0.35452	0.58139	0	0	0.464649	0.343059	TMEM212
Tmem213	0	0	0	0	0	0	TMEM213
Tmem214	31.0194	41.7172	81.7803	83.7464	30.7011	43.6206	TMEM214
Tmem215	0	0	0	0	0	0	TMEM215
Tmem216	22.59263	20.14179	22.45293	27.25514	14.10842	14.19915	TMEM216
Tmem217	0.1498607	0.838657	0.328351	0	0.386798	0.142018	TMEM217
Tmem218	24.4765	15.48486	20.8643	23.3564	15.61895	13.90229	TMEM218
Tmem219	42.62149	42.371389	62.54898	54.91157	49.365589	40.158123	TMEM219
Tmem220	1.5323036	1.936094	4.33652	4.33439	2.83834	1.67899	TMEM220
Tmem221	0.784446	0.425608	0.216137	0	0.854604	0.982558	TMEM221
Tmem222	21.968544	25.41953	30.026885	33.259547	24.79072	28.32795	TMEM222
Tmem223	133.507	110.832	142.908	145.784	115.533	96.6515	TMEM223
Tmem225	0	0	0	0	0	0	TMEM225
Tmem229a	0.169496	0.138449	0.0946683	0.124904	0.0937143	0.13956	TMEM229A
Tmem229b	0.3820696	0.626297	1.588284	1.964103	0.448869	0.730282	TMEM229B
Tmem230	47.05382	52.894478	71.68054	74.19376	39.74519	48.36967	TMEM230
Tmem231	3.69915	5.32989	6.75741	7.27082	2.76866	3.91711	TMEM231
Tmem232	0	0	0	0	0	0.03904901	TMEM232
Tmem233	0	0	0	0	0	0	TMEM233
Tmem234	86.8965	96.7062	103.866	103.894	88.4404	101.483	TMEM234
Tmem235	0	0.0593693	0	0	0.0479632	0.103393	TMEM235
Tmem236	0.374983	0.274076	0.105325	0.278583	0.389699	0.348197	TMEM236
Tmem237	17.408336	20.259946	24.079606	25.387028	21.74241	27.705833	TMEM237
Tmem238	4.01552	3.80229	14.1667	12.9654	8.18541	10.4537	TMEM238
Tmem239	0	0.126007	0	0	0.135901	0	TMEM239
Tmem240	0.211711	0.228556	0.386014	0.411392	0.426773	0.785876	TMEM240
Tmem241	3.808799	4.711337	8.273126	7.31248	3.1592	4.19824	TMEM241
Tmem242	115.033	81.978	92.7467	86.0567	92.8212	70.2531	TMEM242
Tmem243	26.6859	23.6084	18.7648	20.0135	20.7551	18.0624	TMEM243
Tmem245	5.40435	6.90436	8.97297	9.05034	5.56258	9.92478	TMEM245
Tmem246	0.958336	2.08254	8.56325	8.15663	2.34925	2.97859	TMEM246
Tmem247	0	0	0	0	0	0	TMEM247
Tmem248	22.874569	31.88264	72.324	72.16935	23.73346	33.707	TMEM248
Tmem25	0.5979876	0.976729	2.04749	1.637123	1.679257	2.550876	TMEM25
Tmem251	12.08831	12.7998	27.1085	23.804	8.94137	12.27118	TMEM251
Tmem252	1.70174	2.28423	3.08151	2.45664	4.32295	4.77351	TMEM252
Tmem253	3.24628	3.4107	2.67791	2.86051	3.01724	3.7889	TMEM253
Tmem255a	0	0	0	0.0979179	0	0.0773792	TMEM255A
Tmem255b	0	0	0	0	0	0	TMEM255B
Tmem256	431.028	304.279	219.499	201.309	454.398	278.272	TMEM256
Tmem258	678.3487	660.6355	586.4542	540.7729	607.4204	588.6996	TMEM258
Tmem259	68.6051	89.0782	89.0003	85.3601	63.51333	90.7599	TMEM259
Tmem26	0.0851096	0.0465505	0.0712406	0.0630737	0.0189179	0.0810628	TMEM26
Tmem260	3.224624	4.256352	3.72057	4.04533	3.300097	4.516068	TMEM260
Tmem261	46.2117	38.852	40.4384	37.2957	36.3048	34.5259	TMEM261
Tmem27	0	0	0	0	0	0	TMEM27
Tmem28	0	0	0	0	0	0.0651399	FAM155B
Tmem30a	88.5713	83.4852	84.0516	83.4282	80.9061	82.4374	TMEM30A
Tmem30b	0	0.0331613	0	0	0	0	TMEM30B
Tmem33	25.47983	25.48351	38.48394	39.86183	18.679906	20.48784	TMEM33
Tmem37	4.78846	6.16665	6.9902	5.90713	10.1125	9.30333	TMEM37
Tmem38a	5.61184	5.94024	10.27923	9.3642	7.08586	9.56214	TMEM38A
Tmem38b	4.26182	4.69319	9.86657	9.80941	4.46153	4.81222	TMEM38B
Tmem39a	34.72815	41.34517	41.41677	42.82449	32.54638	39.643117	TMEM39A
Tmem39b	3.39856	5.81637	8.16787	9.96465	3.21584	4.40536	TMEM39B
Tmem40	0.128756	0	0	0.227511	0.214105	0.412444	TMEM40
Tmem41a	11.38763	14.1936	10.3119	13.96913	13.51096	18.62209	TMEM41A
Tmem41b	36.1027	36.9845	47.3522	49.645	46.2689	49.1994	TMEM41B
Tmem42	3.87532	3.16001	8.33418	9.779132	2.766756	2.94837	TMEM42
Tmem43	33.7728	43.0689	56.441	53.0321	41.7299	56.7483	TMEM43
Tmem44	1.81924	1.9344	3.94936	3.80721	0.762866	0.923558	TMEM44
Tmem45a	0.953607	0.730963	1.12167	0.619463	0.592301	0.756385	TMEM45A
Tmem45b	0.456231	0.646911	2.51365	2.95104	0.862091	1.07539	TMEM45B
Tmem47	0.745557	0.786036	0	0.0433313	0.970844	1.28933	TMEM47
Tmem5	33.5567	37.0573	59.1989	58.3841	27.4502	28.7796	TMEM5
Tmem50a	140.9043	138.699	140.5538	144.2433	108.4638	94.8473	TMEM50A
Tmem50b	14.6089	20.5455	17.6575	18.134	13.7435	16.4341	TMEM50B
Tmem51	3.17509	3.60998	4.8497	7.06509	4.45338	4.92672	TMEM51
Tmem52	0	0	0	0	0	0.117243	TMEM52
Tmem52b	0.373378	0.245552	0.167174	0.277467	0.298973	0.442663	TMEM52B
Tmem53	10.66924	10.703042	8.766472	9.44331	9.447855	10.637607	TMEM53
Tmem54	0	0.109744	0	0	0.175383	0.380122	TMEM54
Tmem55a	27.7421	30.8064	24.2842	27.776	29.7993	35.4606	TMEM55A
Tmem55b	47.7071035	55.83627	53.321886	56.867306	54.0987252	66.205965	TMEM55B
Tmem56	0.144402361574	0.09914559367	4.284357011673	3.844577	0.225948482613	0.2067963122267	TMEM56
Tmem57	16.6017	23.6209	41.1417	40.9021	14.9077	19.6899	TMEM57
Tmem59	261.247	255.874	336.105	330.39	244.946	246.782	TMEM59
Tmem59l	2.48113	3.29621	2.81931	2.23353	1.56955	1.57158	TMEM59L
Tmem60	87.024	73.7574	54.2448	57.4081	74.8698	66.1206	TMEM60
Tmem62	1.85926	2.03092	5.72101	6.41817	1.5137	1.52377	TMEM62
Tmem63a	23.9426	32.4641	27.8464	27.143	24.8625	37.5242	TMEM63A
Tmem63b	56.0208	80.7924	93.4332	95.9923	49.6355	73.9927	TMEM63B
Tmem63c	0.0281345	0	0.0328889	0	0.0263075	0.0564693	TMEM63C
Tmem64	4.66359	6.77798	15.6338	15.2289	4.54489	5.69771	TMEM64
Tmem65	48.0805	56.6161	51.4621	52.9231	49.3855	69.2589	TMEM65
Tmem67	2.581666	3.960014	5.172395	5.78323	2.63348	3.35169	TMEM67
Tmem68	9.246929	6.06252	12.58566	14.08279	4.89386	5.649	TMEM68
Tmem69	15.6969	13.9	13.6565	14.3932	17.1882	11.5575	TMEM69
Tmem70	49.91699	41.50975	56.42482	55.3283	43.1968	37.84374	TMEM70
Tmem71	1.65817	2.07625	0.997623	1.09297	6.1638	8.83778	TMEM71
Tmem72	0.06201	0.10147	0	0.0916143	0.0822	0.0887758	TMEM72
Tmem74	1.18609	2.19389	0.412837	0.66121	3.53804	3.9755	TMEM74
Tmem74b	1.6781371	1.865238	0.532532	0.304707	3.243337	3.8000414	TMEM74B
Tmem79	6.48368	8.43786	8.4649	10.44078	8.386624	11.90812	TMEM79
Tmem8	1.05218	1.41968	3.44338	3.96247	1.69994	1.87857	TMEM8A
Tmem80	5.10559	8.08696	11.025818	15.144188	7.45116	8.8282266101	TMEM80
Tmem81	5.19322	6.33953	4.80981	4.3518	4.02826	4.64886	TMEM81
Tmem82	0.851591	0.685948	1.48095	1.65592	0.487799	1.4984	TMEM82
Tmem86a	21.5385	25.625	27.0806	23.5899	13.3717	15.8248	TMEM86A
Tmem86b	2.14726	2.62474	4.3578	4.6228	2.44194	2.56029	TMEM86B
Tmem87a	45.28567	47.130073	58.35062	59.78698	34.47696	40.95255	TMEM87A
Tmem87b	24.0609	30.4616	36.0018	37.7225	23.6603	30.5127	TMEM87B
Tmem88	3.91163	5.1811	3.53487	3.3676	8.52103	9.2032	TMEM88
Tmem88b	0.324584	0.37327	0.341789	0.574227	0.18988	0.313914	TMEM88B
Tmem89	0	0	0.280699	0	0	0	TMEM89
Tmem8b	2.57401	2.43850414714	3.530792	3.772081	1.474274	2.333064	TMEM8B
Tmem8c	0	0	0	0	0	0	TMEM8C
Tmem9	80.347754	83.3221	59.5657	59.91737	67.34896	61.6857	TMEM9
Tmem91	0.25248	0.352053	0.186961	0.47902	0.219903	0.239379	TMEM91
Tmem92	0	0	0	0	0	0	TMEM92
Tmem95	6.06459	7.22949	2.65591	3.15129	2.55819	4.59439	TMEM95
Tmem97	34.143	40.3076	122.202	121.762	39.5163	44.1529	TMEM97
Tmem98	66.6381	80.5111	137.251	141.413	70.3333	87.6291	TMEM98
Tmem9b	23.5937	25.0175	27.406	29.1465	18.2062	21.0402	TMEM9B
Tmf1	15.9628	20.0289	24.5676	26.6143	17.5884	20.3669	TMF1
Tmie	2.52939	2.86795	4.37709	4.284	3.7552	5.24248	TMIE
Tmigd1	6.46349	4.6167	11.7993	11.3543	6.67321	5.35365	TMIGD1
Tmlhe	14.7751	14.6743	15.1286	16.3385	14.1653	13.2179	TMLHE
Tmod1	0.231385	0	0.13159	0.260386	0.119943	0.228473	TMOD1
Tmod2	0.298256615	0.371501	2.03102000044707	1.85266299	0.302118	0.31343	TMOD2
Tmod3	99.551	122.448	96.0171	95.6725	97.7569	127.037	TMOD3
Tmod4	0.268758	0.097612	0.398084	0.398103	0.47361	0.0857412	TMOD4
Tmpo	64.78834	72.905822	69.222873	72.258079	68.318678	86.920273	TMPO
Tmppe	4.60113	7.26082	5.34059	5.64611	3.57512	4.93353	TMPPE
Tmprss11a	0	0	0	0	0	0	TMPRSS11A
Tmprss11d	0	0.0612642	0	0	0	0.160322	TMPRSS11D
Tmprss11e	1.21242	1.40199	0.302444	0.350239	2.04269	3.2159	TMPRSS11E
Tmprss11f	0.0815155	0	0.122599	0.0404982	0.438045	0.442682	TMPRSS11F
Tmprss12	0	0	0	0	0	0	TMPRSS12
Tmprss13	0.0616211	0	0.0680884	0.0452472	0.162909	0.0877191	TMPRSS13
Tmprss15	0	0	0	0	0	0	TMPRSS15
Tmprss2	0.447855	0.8026	1.70192	1.27211	1.15845	1.43021	TMPRSS2
Tmprss3	0	0	0	0	0	0.0345611	TMPRSS3
Tmprss4	0	0.0493664	0.0502256	0.0669177	0	0	TMPRSS4
Tmprss5	0	0	0	0	0.044415	0	TMPRSS5
Tmprss6	0.117936	0.0319356	0.129035	0.0860943	0.0517107	0.359563	TMPRSS6
Tmprss7	0	0.044197	0.0898779	0.0596823	0.0358718	0.0383348	TMPRSS7
Tmprss9	0	0	0	0.038398	0	0.0491056	TMPRSS9
Tmtc1	0.10194300675036	0.02706930197863	0.08524930654142	0.09190060696459	0.02305440213018	0.023525600932895	TMTC1
Tmtc2	0.21602	0.235711	0.882205	0.929821	0.398322	0.477209	TMTC2
Tmtc3	12.8919576	18.926875	11.393	11.6628	9.643226	14.7542	TMTC3
Tmtc4	46.20047	56.36219	26.494035	23.925463	31.664004	39.198886	TMTC4
Tmub1	12.5898	12.8175	20.7044	21.3909	12.2189	14.3345	TMUB1
Tmub2	33.5007	38.31319	48.44368	44.60309	25.29165	29.51337	TMUB2
Tmx1	64.379	61.489	64.5933	65.3518	56.5647	64.3867	TMX1
Tmx2	97.7325	110.8084	121.08732	132.00621	55.4855	59.4476	TMX2
Tmx3	43.7712	47.6507	31.1041	32.5857	37.6625	48.6602	TMX3
Tmx4	11.8946	16.3401	19.6311	20.7913	15.8812	19.2136	TMX4
Tnc	93.3429	161.1378	9.08081	10.85108	106.8582	197.0701	TNC
Tnf	0.569076	0.713185	0	0.0967423	0.404454	0.362075	TNF
Tnfaip1	52.914	74.124	95.0828	98.3168	70.2112	99.9997	TNFAIP1
Tnfaip2	47.1325	59.4522	11.1544	10.4575	47.4961	67.856	TNFAIP2
Tnfaip3	53.5818	66.7502	31.89925	32.8319	53.974	77.1881	TNFAIP3
Tnfaip6	0.374311	0.410166	0.676374	0.782372	0.534768	0.727756	TNFAIP6
Tnfaip8	87.04279	86.97061	25.12482	26.47342	65.20123	62.5697	TNFAIP8
Tnfaip8l1	9.2421	9.92489	8.52591	7.37996	11.5544	10.8545	TNFAIP8L1
Tnfaip8l2	0.278877	0.100697	0.204853	0.135983	0.404395	0.788006	TNFAIP8L2
Tnfaip8l3	4.39038	4.58872	0	0.0741789	0.486423	0.38165	TNFAIP8L3
Tnfrsf10b	16.6422	23.2835	22.7149	25.5248	23.017	29.153	TNFRSF10A
Tnfrsf11a	0.892388	1.09779	0.518387	0.277565	1.24705	1.55818	TNFRSF11A
Tnfrsf11b	16.6059	17.4182	27.728	26.8658	6.30792	8.64553	TNFRSF11B
Tnfrsf12a	526.802	498.3054	868.9169	867.7167	355.62522	342.49973	TNFRSF12A
Tnfrsf13b	0.401608	0.262859	0.401906	0.236956	0.142082	0.228267	TNFRSF13B
Tnfrsf13c	0.1984690957	0.24559775781	0.13858988026	0.493269	0.24796088613	0.10673627484	TNFRSF13C
Tnfrsf14	0	0.285497	0.291309	0.193729	0	0.375887	TNFRSF14
Tnfrsf17	0	0	0	0	0	0	TNFRSF17
Tnfrsf18	2.448173	2.724405	0.973454	1.49025	1.10574	2.548	TNFRSF18
Tnfrsf19	0	0	0	0	0.0222581	0.0238249	TNFRSF19
Tnfrsf1a	55.542	80.4391	93.3825	92.3333	61.2199	83.4497	TNFRSF1A
Tnfrsf1b	3.43703	5.5586	2.8966	2.53138	4.19967	7.46706	TNFRSF1B
Tnfrsf21	18.5739	27.9709	83.8725	86.0581	21.7485	32.9614	TNFRSF21
Tnfrsf25	0	0.0673964	0.136604	0.0907461	0	0.0584815	TNFRSF25
Tnfrsf4	0.387152	0.841753	0.426689	1.42256	0.254434	0.367939	TNFRSF4
Tnfrsf8	0	0	0	0	0.0564808	0.0609327	TNFRSF8
Tnfrsf9	3.3636	3.49057	0.950025	1.731374	7.36755	6.68593	TNFRSF9
Tnfsf10	0.132559	0.193847	0.158292	0.219751	0.0208825	0.106192	TNFSF10
Tnfsf11	2.09707	2.34433	0	0.073786	0.353199	0.425828	TNFSF11
Tnfsf12	11.4707	15.8728	16.8884	14.1264	16.5781	22.1613	TNFSF12
Tnfsf13	1.8634544	1.992807	0.907431	2.428418	1.389902	1.877957	TNFSF13
Tnfsf13b	0.599271	0.84829	0.56533	0.264717	0.737806	0.90542	TNFSF13B
Tnfsf14	0	0	0	0	0	0	TNFSF14
Tnfsf15	0.483165	0.611104	0.770979	0.690361	0.331766	0.408593	TNFSF15
Tnfsf18	0	0	0	0.0862414	0	0	TNFSF18
Tnfsf4	0	0	0	0.314856	0.0625892	0.0677005	TNFSF4
Tnfsf8	0	0	0	0	0	0	TNFSF8
Tnfsf9	14.8614	16.28	9.92197	10.6987	20.7002	23.3086	TNFSF9
Tnik	0.28335318501984	0.3856592577557	0.06292734708462	0.122053	0.22505218485995	0.3346005106	TNIK
Tnip1	62.83738	89.869742	63.64166	63.95599	69.5785	103.4571	TNIP1
Tnip2	11.6125	11.571	12.1575	11.8164	12.1359	15.4077	TNIP2
Tnip3	7.94389	7.89157	0.759481	0.699508	18.2855	18.4638	TNIP3
Tnk1	0.337615	0.246772	0.522866	0.68245	0.710517	0.924593	TNK1
Tnk2	31.9331	42.60964	51.29705	55.0508	46.07034	69.1483	TNK2
Tnks	16.6167	26.4005	38.9428	42.2928	15.0274	27.6781	TNKS
Tnks1bp1	52.5	85.96064	97.36011	97.84464	50.48503	83.08587	TNKS1BP1
Tnks2	93.5562	128.415	166.272	178.943	100.134	144.214	TNKS2
Tnmd	0.0899796	0	0	0	0	0	TNMD
Tnn	0.216057	0.48821	0.0188388	0	0.0753504	0.0646755	TNN
Tnnc1	5.99657	5.41572	5.66442	5.73625	3.99738	2.87336	TNNC1
Tnnc2	0.882198	1.72249	1.17273	0.523066	1.84298	3.1965	TNNC2
Tnni1	2.22185	4.04596	1.2932	1.56229	1.57825943	1.41438	TNNI1
Tnni2	0.369469	1.209118	0.99082	2.198771	0.643864	0.461608	TNNI2
Tnni3	2.66723	2.36976	4.97014	4.09004	4.01148	4.35805	TNNI3
Tnni3k	0	0.0475684	0	0.0640165	0.230711	0.164514	TNNI3K
Tnnt1	1.41222	1.17837	1.33023	1.28325	1.32778	1.95301	TNNT1
Tnnt2	184.859900003563	218.9137	24.549338	24.2824346	147.105663	151.72148	TNNT2
Tnnt3	0	0	0	0	0	0	TNNT3
Tnp1	0	0	0	0	0	0	TNP1
Tnp2	0	0	0	0	0	0	TNP2
Tnpo1	40.87157	54.47517	76.00513	77.05404	38.61597	59.18911	TNPO1
Tnpo2	68.75265	92.88482	92.75032	88.90127	50.38797	71.51091	TNPO2
Tnpo3	45.1506	65.0426	82.8545	88.3407	53.9193	67.1123	TNPO3
Tnr	0.0363694	0.0593431	0.140342	0.106787	0.20827	0.361037	TNR
Tnrc18	8.93404	14.5295	27.92037	28.12575	7.64999	13.2835	TNRC18
Tnrc6a	13.1577	20.74455	26.83893	28.690903	13.4788	22.08077	TNRC6A
Tnrc6b	4.23916	6.23589	9.17068	9.93681	3.26573	5.2177	TNRC6B
Tnrc6c	4.43303	6.232738	14.135078	14.222601	3.851537	6.089881	TNRC6C
Tns1	9.20136	14.59070425	13.345544	14.572146	9.906825	17.93053893663	TNS1
Tns3	30.4057	47.2204	45.7075	46.3192	37.0716	65.3744	TNS3
Tns4	0.187379	0.315313	0.205551	0.152338	0.292594	0.470704	TNS4
Tnxb	1.508278	2.488134	2.766393	2.968691	1.086895	1.456138	TNXB
Tob1	27.3302	31.1269	81.0313	75.6555	27.4287	44.951	TOB1
Tob2	16.4271	25.3991	35.8587	36.0519	20.4696	33.3143	TOB2
Toe1	10.8156	11.9393	21.7382	18.5829	10.256	10.0305	TOE1
Tollip	29.71851	40.39422	47.07238	47.28232	37.310148	47.78097	TOLLIP
Tom1	9.13628	11.327984	28.652224	29.88776	10.8556	14.422143	TOM1
Tom1l1	36.74343	45.11715	51.53321	51.52038	40.03952	56.29568	TOM1L1
Tom1l2	18.402873	26.205197	44.230364	43.587602	21.443942	33.999564	TOM1L2
Tomm20	167.364	123.52	116.743	119.75	136.482	109.381	TOMM20
Tomm20l	0	0.248696	0	0.338873	0	0	TOMM20L
Tomm22	258.633	218.261	268.603	268.533	290.146	255.021	TOMM22
Tomm34	46.95828	69.0219	53.66987	54.10072	48.26934	65.93256	TOMM34
Tomm40	65.77982	88.75071	123.58611	113.45156	66.69824	91.28183	TOMM40
Tomm40l	16.4697	15.9217	15.2203	14.6481	15.3824	16.2122	TOMM40L
Tomm5	275.1227	178.0461	200.7172	200.7051	232.8627	156.0867	TOMM5
Tomm6	86.98727	100.9928	104.08102	96.44195	108.14895	102.72826	TOMM6
Tomm7	204.537	145.358	96.8574	77.2082	184.84	139.275	TOMM7
Tomm70a	71.7401	79.2876	106.336	104.88	73.971	86.0326	TOMM70A
Tomt	0.389764	0.146093	0.237008	0.217156	0	0	LRTOMT
Tonsl	4.70517	6.64114	4.15335	4.18743	6.04235	8.39064	TONSL
Top1	41.1113	61.3466	64.1882	63.9375	36.4232	52.3129	TOP1
Top1mt	7.58723	11.172	21.3692	23.667	8.9079	12.8236	TOP1MT
Top2a	99.468	141.546	23.9685	24.6643	165.97	226.142	TOP2A
Top2b	35.4263	49.3189	44.0864	47.6004	28.8147	42.2213	TOP2B
