Mus	Homo
Stam2	STAM2
Stambp	STAMBP
Stambpl1	STAMBPL1
Stap1	STAP1
Stap2	STAP2
Star	STAR
Stard10	STARD10
Stard13	STARD13
Stard3	STARD3
Stard3nl	STARD3NL
Stard4	STARD4
Stard5	STARD5
Stard6	STARD6
Stard7	STARD7
Stard8	STARD8
Stard9	STARD9
Stat1	STAT1
Stat2	STAT2
Stat3	STAT3
Stat4	STAT4
Stat5a	STAT5A
Stat5b	STAT5B
Stat6	STAT6
Stau1	STAU1
Stau2	STAU2
Stbd1	STBD1
Stc1	STC1
Stc2	STC2
Steap1	STEAP1
Steap2	STEAP2
Steap3	STEAP3
Steap4	STEAP4
Stfa1	CSTA
Stfa2	CSTA
Stfa2l1	CSTA
Stfa3	CSTA
Stil	STIL
Stim1	STIM1
Stim2	STIM2
Stip1	STIP1
Stk10	STK10
Stk11	STK11
Stk11ip	STK11IP
Stk16	STK16
Stk17b	STK17B
Stk19	STK19
Stk24	STK24
Stk25	STK25
Stk26	STK26
Stk3	STK3
Stk31	STK31
Stk32a	STK32A
Stk32b	STK32B
Stk32c	STK32C
Stk33	STK33
Stk35	STK35
Stk36	STK36
Stk38	STK38
Stk38l	STK38L
Stk39	STK39
Stk4	STK4
Stk40	STK40
Stkld1	STKLD1
Stmn1	STMN1
Stmn2	STMN2
Stmn3	STMN3
Stmn4	STMN4
Stmnd1	STMND1
Stn1	STN1
Stom	STOM
Stoml1	STOML1
Stoml2	STOML2
Stoml3	STOML3
Ston1	STON1
Ston2	STON2
Stox1	STOX1
Stox2	STOX2
Stpg1	STPG1
Stpg2	STPG2
Stpg3	STPG3
Stpg4	STPG4
Stra6	STRA6
Stra8	STRA8
Strada	STRADA
Stradb	STRADB
Strap	STRAP
Strbp	STRBP
Strc	STRC
Strip1	STRIP1
Strip2	STRIP2
Strn	STRN
Strn3	STRN3
Strn4	STRN4
Stt3a	STT3A
Stt3b	STT3B
Stub1	STUB1
Stum	STUM
Stx11	STX11
Stx12	STX12
Stx16	STX16
Stx17	STX17
Stx18	STX18
Stx19	STX19
Stx1a	STX1A
Stx1b	STX1B
Stx2	STX2
Stx3	STX3
Stx4a	STX4
Stx5a	STX5
Stx6	STX6
Stx7	STX7
Stx8	STX8
Stxbp1	STXBP1
Stxbp2	STXBP2
Stxbp3	STXBP3
Stxbp4	STXBP4
Stxbp5	STXBP5
Stxbp5l	STXBP5L
Stxbp6	STXBP6
Styk1	STYK1
Styx	STYX
Styxl1	STYXL1
Sub1	SUB1
Sucla2	SUCLA2
Suclg1	SUCLG1
Suclg2	SUCLG2
Sucnr1	SUCNR1
Suco	SUCO
Suds3	SUDS3
Sufu	SUFU
Sugct	SUGCT
Sugp1	SUGP1
Sugp2	SUGP2
Sugt1	SUGT1
Sulf1	SULF1
Sulf2	SULF2
Sult1a1	SULT1A1
Sult1b1	SULT1B1
Sult1c1	SULT1C3
Sult1c2	SULT1C2
Sult1d1	SULT1D1P
Sult1e1	SULT1E1
Sult2a1	SULT2A1
Sult2a3	SULT2A1
Sult2a4	SULT2A1
Sult2a5	SULT2A1
Sult2a6	SULT2A1
Sult2b1	SULT2B1
Sult4a1	SULT4A1
Sult6b1	SULT6B1
Sumf1	SUMF1
Sumf2	SUMF2
Sumo1	SUMO1
Sumo2	SUMO2
Sumo3	SUMO3
Sun1	SUN1
Sun2	SUN2
Sun3	SUN3
Sun5	SUN5
Suox	SUOX
Supt16	SUPT16H
Supt20	SUPT20H
Supt3	SUPT3H
Supt4a	SUPT4H1
Supt5	SUPT5H
Supt6	SUPT6H
Supt7l	SUPT7L
Supv3l1	SUPV3L1
Surf1	SURF1
Surf2	SURF2
Surf4	SURF4
Surf6	SURF6
Susd1	SUSD1
Susd2	SUSD2
Susd3	SUSD3
Susd4	SUSD4
Susd5	SUSD5
Susd6	SUSD6
Suv39h1	SUV39H1
Suv39h2	SUV39H2
Suz12	SUZ12
Sv2a	SV2A
Sv2b	SV2B
Sv2c	SV2C
Svbp	SVBP
Svep1	SVEP1
Svil	SVIL
Svip	SVIP
Svop	SVOP
Svopl	SVOPL
Swap70	SWAP70
Swi5	SWI5
Swsap1	SWSAP1
Swt1	SWT1
Syap1	SYAP1
Sybu	SYBU
Syce1	SYCE1
Syce1l	SYCE1L
Syce2	SYCE2
Syce3	SYCE3
Sycn	SYCN
Sycp1	SYCP1
Sycp2	SYCP2
Sycp2l	SYCP2L
Sycp3	SYCP3
Syde1	SYDE1
Syde2	SYDE2
Syf2	SYF2
Syk	SYK
Sympk	SYMPK
Syn1	SYN1
Syn2	SYN2
Syn3	SYN3
Synb	ERVFRD-1
Sync	SYNC
Syncrip	SYNCRIP
Syndig1	SYNDIG1
Syndig1l	SYNDIG1L
Syne1	SYNE1
Syne2	SYNE2
Syne3	SYNE3
Syne4	SYNE4
Syngap1	SYNGAP1
Syngr1	SYNGR1
Syngr2	SYNGR2
Syngr3	SYNGR3
Syngr4	SYNGR4
Synj1	SYNJ1
Synj2	SYNJ2
Synj2bp	SYNJ2BP
Synm	SYNM
Synpo	SYNPO
Synpo2	SYNPO2
Synpo2l	SYNPO2L
Synpr	SYNPR
Synrg	SYNRG
Syp	SYP
Sypl	SYPL1
Sypl2	SYPL2
Sys1	SYS1
Syt1	SYT1
Syt10	SYT10
Syt11	SYT11
Syt12	SYT12
Syt13	SYT13
Syt14	SYT14
Syt15	SYT15
Syt16	SYT16
Syt17	SYT17
Syt2	SYT2
Syt3	SYT3
Syt4	SYT4
Syt5	SYT5
Syt6	SYT6
Syt7	SYT7
Syt8	SYT8
Syt9	SYT9
Sytl1	SYTL1
Sytl2	SYTL2
Sytl3	SYTL3
Sytl4	SYTL4
Sytl5	SYTL5
Syvn1	SYVN1
Szrd1	SZRD1
Szt2	SZT2
T	T
Taar1	TAAR1
Taar2	TAAR2
Taar3	TAAR3P
Taar4	TAAR4P
Taar5	TAAR5
Taar6	TAAR6
Taar8a	TAAR8
Taar8b	TAAR8
Taar8c	TAAR8
Taar9	TAAR9
Tab1	TAB1
Tab2	TAB2
Tab3	TAB3
Tac1	TAC1
Tac2	TAC3
Tac4	TAC4
Tacc1	TACC1
Tacc2	TACC2
Tacc3	TACC3
Taco1	TACO1
Tacr1	TACR1
Tacr2	TACR2
Tacr3	TACR3
Tacstd2	TACSTD2
Tada1	TADA1
Tada2a	TADA2A
Tada2b	TADA2B
Tada3	TADA3
Taf1	TAF1
Taf10	TAF10
Taf11	TAF11
Taf12	TAF12
Taf13	TAF13
Taf15	TAF15
Taf1a	TAF1A
Taf1b	TAF1B
Taf1c	TAF1C
Taf1d	TAF1D
Taf2	TAF2
Taf3	TAF3
Taf4	TAF4
Taf4b	TAF4B
Taf5	TAF5
Taf5l	TAF5L
Taf6	TAF6
Taf6l	TAF6L
Taf7	TAF7
Taf7l	TAF7L
Taf8	TAF8
Taf9	TAF9
Taf9b	TAF9B
Tagap1	TAGAP
Tagln	TAGLN
Tagln2	TAGLN2
Tagln3	TAGLN3
Tal1	TAL1
Tal2	TAL2
Taldo1	TALDO1
Tamm41	TAMM41
Tanc1	TANC1
Tanc2	TANC2
Tango2	TANGO2
Tango6	TANGO6
Tank	TANK
Taok1	TAOK1
Taok2	TAOK2
Taok3	TAOK3
Tap1	TAP1
Tap2	TAP2
Tapbp	TAPBP
Tapbpl	TAPBPL
Tapt1	TAPT1
Tarbp1	TARBP1
Tarbp2	TARBP2
Tardbp	TARDBP
Tarm1	TARM1
Tars	TARS
Tars2	TARS2
Tarsl2	TARSL2
Tas1r1	TAS1R1
Tas1r2	TAS1R2
Tas1r3	TAS1R3
Tas2r108	TAS2R4
Tas2r114	TAS2R10
Tas2r118	TAS2R16
Tas2r119	TAS2R1
Tas2r120	TAS2R46
Tas2r121	TAS2R13
Tas2r126	TAS2R41
Tas2r130	TAS2R7
Tas2r131	TAS2R42
Tas2r135	TAS2R60
Tas2r136	TAS2R31
Tas2r137	TAS2R3
Tas2r138	TAS2R38
Tas2r139	TAS2R39
Tas2r140	TAS2R14
Tas2r144	TAS2R40
Tasp1	TASP1
Tat	TAT
Tatdn1	TATDN1
Tatdn2	TATDN2
Tatdn3	TATDN3
Tax1bp1	TAX1BP1
Tax1bp3	TAX1BP3
Taz	TAZ
Tbata	TBATA
Tbc1d1	TBC1D1
Tbc1d10a	TBC1D10A
Tbc1d10b	TBC1D10B
Tbc1d10c	TBC1D10C
Tbc1d12	TBC1D12
Tbc1d13	TBC1D13
Tbc1d14	TBC1D14
Tbc1d15	TBC1D15
Tbc1d16	TBC1D16
Tbc1d17	TBC1D17
Tbc1d19	TBC1D19
Tbc1d2	TBC1D2
Tbc1d20	TBC1D20
Tbc1d21	TBC1D21
Tbc1d22a	TBC1D22A
Tbc1d22b	TBC1D22B
Tbc1d23	TBC1D23
Tbc1d24	TBC1D24
Tbc1d25	TBC1D25
Tbc1d2b	TBC1D2B
Tbc1d30	TBC1D30
Tbc1d31	TBC1D31
Tbc1d32	TBC1D32
Tbc1d4	TBC1D4
Tbc1d5	TBC1D5
Tbc1d7	TBC1D7
Tbc1d8	TBC1D8
Tbc1d8b	TBC1D8B
Tbc1d9	TBC1D9
Tbc1d9b	TBC1D9B
Tbca	TBCA
Tbcb	TBCB
Tbcc	TBCC
Tbccd1	TBCCD1
Tbcd	TBCD
Tbce	TBCE
Tbcel	TBCEL
Tbck	TBCK
Tbk1	TBK1
Tbkbp1	TBKBP1
Tbl1x	TBL1X
Tbl1xr1	TBL1XR1
Tbl2	TBL2
Tbl3	TBL3
Tbp	TBP
Tbpl1	TBPL1
Tbpl2	TBPL2
Tbr1	TBR1
Tbrg1	TBRG1
Tbrg4	TBRG4
Tbx1	TBX1
Tbx10	TBX10
Tbx15	TBX15
Tbx18	TBX18
Tbx19	TBX19
Tbx2	TBX2
Tbx20	TBX20
Tbx21	TBX21
Tbx22	TBX22
Tbx3	TBX3
Tbx4	TBX4
Tbx5	TBX5
Tbx6	TBX6
Tbxa2r	TBXA2R
Tbxas1	TBXAS1
Tc2n	TC2N
Tcaf1	TCAF1
Tcaf2	TCAF2
Tcaim	TCAIM
Tcam1	TCAM1P
Tcap	TCAP
Tcea1	TCEA1
Tcea2	TCEA2
Tcea3	TCEA3
Tceal1	TCEAL1
Tceal3	TCEAL3
Tceal5	TCEAL5
Tceal6	TCEAL6
Tceal7	TCEAL7
Tceal8	TCEAL8
Tceal9	TCEAL9
Tceanc	TCEANC
Tceanc2	TCEANC2
Tcerg1	TCERG1
Tcerg1l	TCERG1L
Tcf12	TCF12
Tcf15	TCF15
Tcf19	TCF19
Tcf20	TCF20
Tcf21	TCF21
Tcf23	TCF23
Tcf24	TCF24
Tcf25	TCF25
Tcf3	TCF3
Tcf4	TCF4
Tcf7	TCF7
Tcf7l1	TCF7L1
Tcf7l2	TCF7L2
Tcfl5	TCFL5
Tchh	TCHH
Tchhl1	TCHHL1
Tchp	TCHP
Tcirg1	TCIRG1
Tcl1	TCL1A
Tcl1b1	TCL1B
Tcl1b2	TCL1B
Tcl1b3	TCL1B
Tcl1b4	TCL1B
Tcl1b5	TCL1B
Tcn2	TCN2
Tcof1	TCOF1
Tcp1	TCP1
Tcp11	TCP11
Tcp11l1	TCP11L1
Tcp11l2	TCP11L2
Tcp11x2	TCP11X2
Tcta	TCTA
Tcte1	TCTE1
Tcte3	TCTE3
Tctex1d1	TCTEX1D1
Tctex1d2	TCTEX1D2
Tctex1d4	TCTEX1D4
Tctn1	TCTN1
Tctn2	TCTN2
Tctn3	TCTN3
Tdg	TDG
Tdgf1	TDGF1
Tdo2	TDO2
Tdp1	TDP1
Tdp2	TDP2
Tdrd1	TDRD1
Tdrd12	TDRD12
Tdrd3	TDRD3
Tdrd5	TDRD5
Tdrd6	TDRD6
Tdrd7	TDRD7
Tdrd9	TDRD9
Tdrkh	TDRKH
Tdrp	TDRP
Tead1	TEAD1
Tead2	TEAD2
Tead3	TEAD3
Tead4	TEAD4
Tec	TEC
Tecpr1	TECPR1
Tecpr2	TECPR2
Tecr	TECR
Tecrl	TECRL
Tecta	TECTA
Tectb	TECTB
Tedc1	TEDC1
Tedc2	TEDC2
Teddm1a	TEDDM1
Teddm1b	TEDDM1
Teddm2	TEDDM2P
Tef	TEF
Tefm	TEFM
Tek	TEK
Tekt1	TEKT1
Tekt2	TEKT2
Tekt3	TEKT3
Tekt4	TEKT4
Tekt5	TEKT5
Telo2	TELO2
Ten1	TEN1
Tenm1	TENM1
Tenm2	TENM2
Tenm3	TENM3
Tenm4	TENM4
Tep1	TEP1
Tepp	TEPP
Tepsin	TEPSIN
Terb1	TERB1
Terb2	TERB2
Terf1	TERF1
Terf2	TERF2
Terf2ip	TERF2IP
Tert	TERT
Tes	TES
Tesc	TESC
Tesk1	TESK1
Tesk2	TESK2
Tesmin	TESMIN
Tespa1	TESPA1
Tet1	TET1
Tet2	TET2
Tet3	TET3
Tex10	TEX10
Tex101	TEX101
Tex11	TEX11
Tex12	TEX12
Tex13a	TEX13A
Tex13b	TEX13B
Tex13c1	TEX13C
Tex13d	TEX13D
Tex14	TEX14
Tex15	TEX15
Tex16	TEX16P
Tex19.1	TEX19
Tex19.2	TEX19
Tex2	TEX2
Tex21	TEX21P
Tex22	TEX22
Tex26	TEX26
Tex261	TEX261
Tex264	TEX264
Tex28	TEX28
Tex29	TEX29
Tex30	TEX30
Tex33	TEX33
Tex35	TEX35
Tex36	TEX36
Tex37	TEX37
Tex38	TEX38
Tex43	TEX43
Tex44	TEX44
Tex45	TEX45
Tex46	TEX46
Tex47	TEX47
Tex48	TEX48
Tex50	TEX50
Tex9	TEX9
Tfam	TFAM
Tfap2a	TFAP2A
Tfap2b	TFAP2B
Tfap2c	TFAP2C
Tfap2d	TFAP2D
Tfap2e	TFAP2E
Tfap4	TFAP4
Tfb1m	TFB1M
Tfb2m	TFB2M
Tfcp2	TFCP2
Tfcp2l1	TFCP2L1
Tfdp1	TFDP1
Tfdp2	TFDP2
Tfe3	TFE3
Tfeb	TFEB
Tfec	TFEC
Tff1	TFF1
Tff2	TFF2
Tff3	TFF3
Tfg	TFG
Tfip11	TFIP11
Tfpi	TFPI
Tfpi2	TFPI2
Tfpt	TFPT
Tfr2	TFR2
Tfrc	TFRC
Tg	TG
Tgds	TGDS
Tgfa	TGFA
Tgfb1	TGFB1
Tgfb1i1	TGFB1I1
Tgfb2	TGFB2
Tgfb3	TGFB3
Tgfbi	TGFBI
Tgfbr1	TGFBR1
Tgfbr2	TGFBR2
Tgfbr3	TGFBR3
Tgfbr3l	TGFBR3L
Tgfbrap1	TGFBRAP1
Tgif1	TGIF1
Tgif2	TGIF2
Tgif2lx1	TGIF2LX
Tgif2lx2	TGIF2LX
Tgm1	TGM1
Tgm2	TGM2
Tgm3	TGM3
Tgm4	TGM4
Tgm5	TGM5
Tgm6	TGM6
Tgm7	TGM7
Tgoln2	TGOLN2
Tgs1	TGS1
Th	TH
Tha1	THA1P
Thada	THADA
Thap1	THAP1
Thap11	THAP11
Thap12	THAP12
Thap2	THAP2
Thap3	THAP3
Thap4	THAP4
Thap7	THAP7
Thbd	THBD
Thbs1	THBS1
Thbs2	THBS2
Thbs3	THBS3
Thbs4	THBS4
Theg	THEG
Thegl	THEGL
Them4	THEM4
Them5	THEM5
Them6	THEM6
Them7	THEM7P
Themis	THEMIS
Themis2	THEMIS2
Themis3	THEMIS3P
Thg1l	THG1L
Thnsl1	THNSL1
Thnsl2	THNSL2
Thoc1	THOC1
Thoc2	THOC2
Thoc3	THOC3
Thoc5	THOC5
Thoc6	THOC6
Thoc7	THOC7
Thop1	THOP1
Thpo	THPO
Thra	THRA
Thrap3	THRAP3
Thrb	THRB
Thrsp	THRSP
Thsd1	THSD1
Thsd4	THSD4
Thsd7a	THSD7A
Thsd7b	THSD7B
Thtpa	THTPA
Thumpd1	THUMPD1
Thumpd2	THUMPD2
Thumpd3	THUMPD3
Thy1	THY1
Thyn1	THYN1
Tia1	TIA1
Tial1	TIAL1
Tiam1	TIAM1
Tiam2	TIAM2
Ticam1	TICAM1
Ticam2	TICAM2
Ticrr	TICRR
Tie1	TIE1
Tifa	TIFA
Tifab	TIFAB
Tigar	TIGAR
Tigd2	TIGD2
Tigd3	TIGD3
Tigd4	TIGD4
Tigd5	TIGD5
Tigit	TIGIT
Timd4	TIMD4
Timeless	TIMELESS
Timm10	TIMM10
Timm10b	TIMM10B
Timm13	TIMM13
Timm17a	TIMM17A
Timm17b	TIMM17B
Timm21	TIMM21
Timm22	TIMM22
Timm23	TIMM23
Timm29	TIMM29
Timm44	TIMM44
Timm50	TIMM50
Timm8a1	TIMM8A
Timm8b	TIMM8B
Timm9	TIMM9
Timmdc1	TIMMDC1
Timp1	TIMP1
Timp2	TIMP2
Timp3	TIMP3
Timp4	TIMP4
Tinag	TINAG
Tinagl1	TINAGL1
Tinf2	TINF2
Tiparp	TIPARP
Tipin	TIPIN
Tiprl	TIPRL
Tirap	TIRAP
Tjap1	TJAP1
Tjp1	TJP1
Tjp2	TJP2
Tjp3	TJP3
Tk1	TK1
Tk2	TK2
Tkfc	TKFC
Tkt	TKT
Tktl1	TKTL1
Tktl2	TKTL2
Tlcd1	TLCD1
Tlcd2	TLCD2
Tldc1	TLDC1
Tldc2	TLDC2
Tle1	TLE1
Tle2	TLE2
Tle3	TLE3
Tle4	TLE4
Tle6	TLE6
Tlk1	TLK1
Tlk2	TLK2
Tll1	TLL1
Tll2	TLL2
Tln1	TLN1
Tln2	TLN2
Tlnrd1	TLNRD1
Tlr1	TLR1
Tlr12	TLR12P
Tlr2	TLR2
Tlr3	TLR3
Tlr4	TLR4
Tlr5	TLR5
Tlr6	TLR6
Tlr7	TLR7
Tlr8	TLR8
Tlr9	TLR9
Tlx1	TLX1
Tlx2	TLX2
Tlx3	TLX3
Tm2d1	TM2D1
Tm2d2	TM2D2
Tm2d3	TM2D3
Tm4sf1	TM4SF1
Tm4sf19	TM4SF19
Tm4sf20	TM4SF20
Tm4sf4	TM4SF4
Tm4sf5	TM4SF5
Tm6sf1	TM6SF1
Tm6sf2	TM6SF2
Tm7sf2	TM7SF2
Tm7sf3	TM7SF3
Tm9sf1	TM9SF1
Tm9sf2	TM9SF2
Tm9sf3	TM9SF3
Tm9sf4	TM9SF4
Tma16	TMA16
Tma7	TMA7
Tmbim1	TMBIM1
Tmbim4	TMBIM4
Tmbim6	TMBIM6
Tmbim7	TMBIM7P
Tmc1	TMC1
Tmc2	TMC2
Tmc3	TMC3
Tmc4	TMC4
Tmc5	TMC5
Tmc6	TMC6
Tmc7	TMC7
Tmc8	TMC8
Tmcc1	TMCC1
Tmcc2	TMCC2
Tmcc3	TMCC3
Tmco1	TMCO1
Tmco2	TMCO2
Tmco3	TMCO3
Tmco4	TMCO4
Tmco5	TMCO5A
Tmco6	TMCO6
Tmed1	TMED1
Tmed10	TMED10
Tmed11	TMED11P
Tmed2	TMED2
Tmed3	TMED3
Tmed4	TMED4
Tmed5	TMED5
Tmed6	TMED6
Tmed7	TMED7
Tmed8	TMED8
Tmed9	TMED9
Tmeff1	TMEFF1
Tmeff2	TMEFF2
Tmem100	TMEM100
Tmem101	TMEM101
Tmem102	TMEM102
Tmem104	TMEM104
Tmem106a	TMEM106A
Tmem106b	TMEM106B
Tmem106c	TMEM106C
Tmem107	TMEM107
Tmem108	TMEM108
Tmem109	TMEM109
Tmem11	TMEM11
Tmem110	TMEM110
Tmem114	TMEM114
Tmem115	TMEM115
Tmem116	TMEM116
Tmem117	TMEM117
Tmem119	TMEM119
Tmem120a	TMEM120A
Tmem120b	TMEM120B
Tmem121	TMEM121
Tmem123	TMEM123
Tmem125	TMEM125
Tmem126a	TMEM126A
Tmem126b	TMEM126B
Tmem127	TMEM127
Tmem128	TMEM128
Tmem129	TMEM129
Tmem130	TMEM130
Tmem131	TMEM131
Tmem131l	TMEM131L
Tmem132a	TMEM132A
Tmem132b	TMEM132B
Tmem132c	TMEM132C
Tmem132d	TMEM132D
Tmem132e	TMEM132E
Tmem134	TMEM134
Tmem135	TMEM135
Tmem136	TMEM136
Tmem138	TMEM138
Tmem139	TMEM139
Tmem140	TMEM140
Tmem141	TMEM141
Tmem143	TMEM143
Tmem144	TMEM144
Tmem145	TMEM145
Tmem147	TMEM147
Tmem14a	TMEM14A
Tmem14c	TMEM14C
Tmem150a	TMEM150A
Tmem150b	TMEM150B
Tmem150c	TMEM150C
Tmem151a	TMEM151A
Tmem151b	TMEM151B
Tmem154	TMEM154
Tmem156	TMEM156
Tmem158	TMEM158
Tmem159	TMEM159
Tmem160	TMEM160
Tmem161a	TMEM161A
Tmem161b	TMEM161B
Tmem163	TMEM163
Tmem164	TMEM164
Tmem165	TMEM165
Tmem167	TMEM167A
Tmem167b	TMEM167B
Tmem168	TMEM168
Tmem169	TMEM169
Tmem17	TMEM17
Tmem170	TMEM170A
Tmem170b	TMEM170B
Tmem171	TMEM171
Tmem173	TMEM173
Tmem174	TMEM174
Tmem175	TMEM175
Tmem176a	TMEM176A
Tmem176b	TMEM176B
Tmem177	TMEM177
Tmem178	TMEM178A
Tmem178b	TMEM178B
Tmem179	TMEM179
Tmem179b	TMEM179B
Tmem18	TMEM18
Tmem181a	TMEM181
Tmem182	TMEM182
Tmem183a	TMEM183A
Tmem184a	TMEM184A
Tmem184b	TMEM184B
Tmem184c	TMEM184C
Tmem185a	TMEM185A
Tmem185b	TMEM185B
Tmem186	TMEM186
Tmem189	TMEM189
Tmem19	TMEM19
Tmem190	TMEM190
Tmem192	TMEM192
Tmem196	TMEM196
Tmem198	TMEM198
Tmem198b	TMEM198B
Tmem199	TMEM199
Tmem2	TMEM2
Tmem200a	TMEM200A
Tmem200b	TMEM200B
Tmem200c	TMEM200C
Tmem201	TMEM201
Tmem202	TMEM202
Tmem203	TMEM203
Tmem204	TMEM204
Tmem205	TMEM205
Tmem206	TMEM206
Tmem207	TMEM207
Tmem208	TMEM208
Tmem209	TMEM209
Tmem210	TMEM210
Tmem211	TMEM211
Tmem212	TMEM212
Tmem213	TMEM213
Tmem214	TMEM214
Tmem215	TMEM215
Tmem216	TMEM216
Tmem217	TMEM217
Tmem218	TMEM218
Tmem219	TMEM219
Tmem220	TMEM220
Tmem221	TMEM221
Tmem222	TMEM222
Tmem225	TMEM225
Tmem229a	TMEM229A
Tmem229b	TMEM229B
Tmem230	TMEM230
Tmem231	TMEM231
Tmem232	TMEM232
Tmem233	TMEM233
Tmem234	TMEM234
Tmem235	TMEM235
Tmem236	TMEM236
Tmem237	TMEM237
Tmem238	TMEM238
Tmem239	TMEM239
Tmem240	TMEM240
Tmem241	TMEM241
Tmem242	TMEM242
Tmem243	TMEM243
Tmem245	TMEM245
Tmem246	TMEM246
Tmem247	TMEM247
Tmem248	TMEM248
Tmem249	TMEM249
Tmem25	TMEM25
Tmem250-ps	TMEM250
Tmem251	TMEM251
Tmem252	TMEM252
Tmem253	TMEM253
Tmem254a	TMEM254
Tmem254b	TMEM254
Tmem254c	TMEM254
Tmem255a	TMEM255A
Tmem255b	TMEM255B
Tmem256	TMEM256
Tmem258	TMEM258
Tmem259	TMEM259
Tmem26	TMEM26
Tmem260	TMEM260
Tmem261	DMAC1
Tmem262	TMEM262
Tmem263	TMEM263
Tmem265	TMEM265
Tmem266	TMEM266
Tmem267	TMEM267
Tmem268	TMEM268
Tmem269	TMEM269
Tmem27	TMEM27
Tmem28	FAM155B
Tmem30a	TMEM30A
Tmem30b	TMEM30B
Tmem30c	TMEM30CP
Tmem33	TMEM33
Tmem35a	TMEM35A
Tmem35b	TMEM35B
Tmem37	TMEM37
Tmem38a	TMEM38A
Tmem38b	TMEM38B
Tmem39a	TMEM39A
Tmem39b	TMEM39B
Tmem40	TMEM40
Tmem41a	TMEM41A
Tmem41b	TMEM41B
Tmem42	TMEM42
Tmem43	TMEM43
Tmem44	TMEM44
Tmem45a	TMEM45A
Tmem45b	TMEM45B
Tmem47	TMEM47
Tmem5	TMEM5
Tmem50a	TMEM50A
Tmem50b	TMEM50B
Tmem51	TMEM51
Tmem52	TMEM52
Tmem52b	TMEM52B
Tmem53	TMEM53
Tmem54	TMEM54
Tmem55a	PIP4P2
Tmem55b	PIP4P1
Tmem56	TMEM56
Tmem57	TMEM57
Tmem59	TMEM59
Tmem59l	TMEM59L
Tmem60	TMEM60
Tmem61	TMEM61
Tmem62	TMEM62
Tmem63a	TMEM63A
Tmem63b	TMEM63B
Tmem63c	TMEM63C
Tmem64	TMEM64
Tmem65	TMEM65
Tmem67	TMEM67
Tmem68	TMEM68
Tmem69	TMEM69
Tmem70	TMEM70
Tmem71	TMEM71
Tmem72	TMEM72
Tmem74	TMEM74
Tmem74b	TMEM74B
Tmem74bos	C20orf202
Tmem79	TMEM79
Tmem8	TMEM8A
Tmem80	TMEM80
Tmem81	TMEM81
Tmem82	TMEM82
Tmem86a	TMEM86A
Tmem86b	TMEM86B
Tmem87a	TMEM87A
Tmem87b	TMEM87B
Tmem88	TMEM88
Tmem88b	TMEM88B
Tmem89	TMEM89
Tmem8b	TMEM8B
Tmem9	TMEM9
Tmem91	TMEM91
Tmem92	TMEM92
Tmem94	TMEM94
Tmem95	TMEM95
Tmem97	TMEM97
Tmem98	TMEM98
Tmem9b	TMEM9B
Tmf1	TMF1
Tmie	TMIE
Tmigd1	TMIGD1
Tmigd3	TMIGD3
Tmlhe	TMLHE
Tmod1	TMOD1
Tmod2	TMOD2
Tmod3	TMOD3
Tmod4	TMOD4
Tmpo	TMPO
Tmppe	TMPPE
Tmprss11a	TMPRSS11A
Tmprss11b	TMPRSS11B
Tmprss11c	TMPRSS11CP
Tmprss11d	TMPRSS11D
Tmprss11e	TMPRSS11E
Tmprss11f	TMPRSS11F
Tmprss11g	TMPRSS11GP
Tmprss12	TMPRSS12
Tmprss13	TMPRSS13
Tmprss15	TMPRSS15
Tmprss2	TMPRSS2
Tmprss3	TMPRSS3
Tmprss4	TMPRSS4
Tmprss5	TMPRSS5
Tmprss6	TMPRSS6
Tmprss7	TMPRSS7
Tmprss9	TMPRSS9
Tmsb10	TMSB10
Tmsb15a	TMSB15A
Tmsb15b1	TMSB15B
Tmsb15b2	TMSB15B
Tmsb4x	TMSB4X
Tmtc1	TMTC1
Tmtc2	TMTC2
Tmtc3	TMTC3
Tmtc4	TMTC4
Tmub1	TMUB1
Tmub2	TMUB2
Tmx1	TMX1
Tmx2	TMX2
Tmx3	TMX3
Tmx4	TMX4
Tnc	TNC
Tnf	TNF
Tnfaip1	TNFAIP1
Tnfaip2	TNFAIP2
Tnfaip3	TNFAIP3
Tnfaip6	TNFAIP6
Tnfaip8	TNFAIP8
Tnfaip8l1	TNFAIP8L1
Tnfaip8l2	TNFAIP8L2
Tnfaip8l3	TNFAIP8L3
Tnfrsf10b	TNFRSF10A
Tnfrsf11a	TNFRSF11A
Tnfrsf11b	TNFRSF11B
Tnfrsf12a	TNFRSF12A
Tnfrsf13b	TNFRSF13B
Tnfrsf13c	TNFRSF13C
Tnfrsf14	TNFRSF14
Tnfrsf17	TNFRSF17
Tnfrsf18	TNFRSF18
Tnfrsf19	TNFRSF19
Tnfrsf1a	TNFRSF1A
Tnfrsf1b	TNFRSF1B
Tnfrsf21	TNFRSF21
Tnfrsf25	TNFRSF25
Tnfrsf4	TNFRSF4
Tnfrsf8	TNFRSF8
Tnfrsf9	TNFRSF9
Tnfsf10	TNFSF10
Tnfsf11	TNFSF11
Tnfsf12	TNFSF12
Tnfsf13	TNFSF13
Tnfsf13b	TNFSF13B
Tnfsf14	TNFSF14
Tnfsf15	TNFSF15
Tnfsf18	TNFSF18
Tnfsf4	TNFSF4
Tnfsf8	TNFSF8
Tnfsf9	TNFSF9
Tnfsfm13	TNFSF12-TNFSF13
Tnik	TNIK
Tnip1	TNIP1
Tnip2	TNIP2
